web-scraper-order,web-scraper-start-url,link,link-href,info,nname,sources,surfaceRange,address,averageRent,averageBCRent,nameBC
"1529312102-913","https://www.haozu.com/sh/zuxiezilou/o69/","98创意园","https://www.haozu.com/sh_xzl_2010/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    6层\n                \n                                        \n                    建筑面积：\n                    14000m²\n                \n                                                    \n                    标准层高：\n                    4.7米\n                \n                                        \n                    客梯数：\n                    1个(三菱)\n                \n                                        \n                    开发商：\n                    上海电气酒店投资管理有限公司\n                \n                                        \n                    物业公司：\n                    上海电气酒店投资管理有限公司\n                \n                                        \n                     已入驻企业：\n                    企业名称：豪艺设计咨询（上海）有限公司，所属行业：专业服务/教育/培训、 企业名称：上海赵小蝶化妆品有限公司，所属行业：贸易/消费/制造/营运、 企业名称：宏腾物业服务（上海）有限公司，所属行业：专业服务/教育/培训、 企业名称：泰诺健（上海）国际贸易有限公司2F上海午未广告有限公司2F宏腾物业服务（上海）有限公司2F上海纯粹广告有限公司2F美播商务咨询（上海）有限公司2F上海赵小蝶化妆品有限公司3F宇宙运通有限公司4F苏州运通丝绸服饰有限公司上海分公司，所属行业：贸易/消费/制造/营运、 企业名称：上海午未广告有限公司，所属行业：广告/媒体\n                \n                    \n                    \n                在红黄橙绿五彩靓丽的外表下，98创意园高调亮相延平路。园区位于新闸路、武定路之间，靠近南京西路、延安东路高架。98创意园，又名“蓝天绿地城市商务广场”，原属于上海电器厂厂区，始建于1967年。在对原有厂房加固、改造和外立面的美观修饰后，力图将其打造成一个以工业设计、品牌设计为主的创意园区。现在，吸引了韩国HMS服装、搜友网、阳狮广告、法国赫利福模特经济公司等国际知名品牌公司入驻。\n                展开\n            \n                                    \n                \n                                                                                                    \n                                \n                                    \n                                    正门                                \n                            \n                                                                                                            \n                                \n                                    \n                                    正门                                \n                            \n                                                                                                                \n                                                        \n                                \n                                    \n                                    大堂                                \n                            \n                                                                                                            \n                                \n                                    \n                                    电梯""}]","98创意园","1个","440m²","地址：
                    [静安] - 
                    [南京西路]
                    延平路98号  
                    [地图]","6元/m²⋅天","8.86元/m²⋅天","南京西路均价（商圈）"
"1529314659-1664","https://www.haozu.com/sh/zuxiezilou/o32/","博鸿大厦","https://www.haozu.com/sh_xzl_4952/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    26层\n                \n                                        \n                    建筑面积：\n                    21369m²\n                \n                                        \n                    得房率：\n                    75%\n                \n                                        \n                    标准层高：\n                    3.2米\n                \n                                        \n                    客梯数：\n                    3个(OTIS)\n                \n                                        \n                    开发商：\n                    上海博鸿置业有限公司\n                \n                                        \n                    物业公司：\n                    上海同寅物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    云鼎广告设计部、上海外经贸投资(集团)金属贸易有限公司、深圳成美五金制品有限公司\n                \n                    \n                    \n                博鸿大厦绝版产权式小户型商务办公楼、临绿临街黄金旺铺雄踞上海南京西路商圈，静安区百年繁华之所。 与上海商城、上海展览中心、梅龙镇伊势丹广场、波特曼大酒店、锦沧文化大酒店为邻。 30000㎡市中心绿地，规划待建中。 1-4层为产权式临街旺铺；5-26层为产权式小户型办公楼。 占地面积：2585平方米，电梯3部，50个停车位。 \n                展开""}]","博鸿大厦","5个","75 - 850m²","地址：
                    [静安] - 
                    [江宁路]
                    江宁路495号  
                    [地图]","3.42元/m²⋅天","8.86元/m²⋅天","江宁路均价（商圈）"
"1529313269-1307","https://www.haozu.com/sh/zuxiezilou/o49/","紫竹信息数码港","https://www.haozu.com/sh_xzl_11628/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    4层\n                \n                                        \n                    建筑面积：\n                    117373.64m²\n                \n                                        \n                    得房率：\n                    75%\n                \n                                        \n                    标准层高：\n                    4.5米\n                \n                                        \n                    客梯数：\n                    1个(otis)""}]","紫竹信息数码港","15个","265 - 3098m²","地址：
                    [闵行] - 
                    [吴泾]
                    东川路555号  
                    [地图]","2.26元/m²⋅天","2.85元/m²⋅天","吴泾均价（商圈）"
"1529310242-504","https://www.haozu.com/sh/zuxiezilou/o90/","绿地海外滩中心","https://www.haozu.com/sh_xzl_29416/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    22层\n                \n                                                    \n                    得房率：\n                    72%\n                \n                                        \n                    标准层高：\n                    4.2米\n                \n                                        \n                    客梯数：\n                    19个(三菱)\n                \n                                        \n                    开发商：\n                    绿地集团\n                \n                                        \n                    物业公司：\n                    高力国际\n                \n                                \n                    \n                海外滩中心项目是绿地集团耗资100亿打造的滨江唯一的CBD项目，位于卢湾区黄浦江南延板块稀有的南向岸线，离江96米。\n                展开""}]","绿地海外滩中心","17个","75 - 550m²","地址：
                    [卢湾] - 
                    [五里桥]
                    龙华中路886号  
                    [地图]","5.89元/m²⋅天","10.10元/m²⋅天","五里桥均价（商圈）"
"1529310267-513","https://www.haozu.com/sh/zuxiezilou/o89/","东海园","https://www.haozu.com/sh_xzl_11351/","[{""info"":""写字楼信息\n        \n                                        \n                    建筑面积：\n                    29881m²\n                \n                                                                            \n                    开发商：\n                    长江浩远房地产有限公司\n                \n                                        \n                    物业公司：\n                    长江浩远房地产有限公司\n                \n                                \n                    \n                东海园II,与南京西路CBD比邻相居,恒隆广场、中信泰福、梅陇镇广场三大名品商业鼎足而立。西邻幽静平和的西康路，南靠树影婆娑的昌平路，闹中取静，生活气息醇厚迷人。灵动精致的社区绿化，巧妙融入昌平路浓郁的绿化带。拥时尚地标同乐坊、处人文历史氤氲之地、临昌平路传媒文化园。坐享静安区雄厚教育资源。静安区第一中心小学、一师附小、静教院附校、七一中学、市一中学、民立中学、市西中学、育才中学、静外附中等名校云集，为孩子提供优质的基础教育，让孩子赢在起点，成就未来的城市名流。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]\n                    \n                            \n                            \n                \n                                                                                                    \n                                \n                                    \n                                    大堂                                \n                            \n                                                                                                            \n                                \n                                    \n                                    电梯                                \n                            \n                                                                                                                \n                                                        \n                                \n                                    \n                                    正门                                \n                            \n                                                                                                            \n                                \n                                    \n                                    停车场""}]","东海园","1个","763m²","地址：
                    [静安] - 
                    [昌平路]
                     西康路638号  
                    [地图]","5元/m²⋅天","8.36元/m²⋅天","昌平路均价（商圈）"
"1529315686-1728","https://www.haozu.com/sh/zuxiezilou/o28/","丽晟广场","https://www.haozu.com/sh_xzl_11975/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    4层\n                \n                                        \n                    建筑面积：\n                    8000m²\n                \n                                        \n                    得房率：\n                    75%\n                \n                                        \n                    标准层高：\n                    3.6米\n                \n                                                    \n                    开发商：\n                    上海陆家嘴金融贸易区开发股份有限公司\n                \n                                        \n                    物业公司：\n                    上海日之星投资管理有限公司\n                \n                                \n                    \n                丽晟广场地处上海浦东塘桥地区，离陆家嘴金融开发区仅2公里。周边商业发达、交通便捷、人口密集，可谓商业项目发展的沃土。我司项目为区内屈指可数的中心地段的商业体，且环境优雅、辐射消费人群品质高。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","丽晟广场","2个","383 - 383.6m²","地址：
                    [浦东] - 
                    [塘桥]
                    环龙路65弄1  
                    [地图]","5元/m²⋅天","6.81元/m²⋅天","塘桥均价（商圈）"
"1529308289-165","https://www.haozu.com/sh/zuxiezilou/o107/","筑梦空间","https://www.haozu.com/sh_xzl_41092/","","筑梦空间","4个","56 - 119m²","地址：
                    [普陀] - 
                    [长风新村]
                    泸定路866号2楼  
                    [地图]","5.63元/m²⋅天","5.04元/m²⋅天","长风新村均价（商圈）"
"1529313913-1443","https://www.haozu.com/sh/zuxiezilou/o43/","加减乘除创意园","https://www.haozu.com/sh_xzl_5199/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    7层\n                \n                                        \n                    建筑面积：\n                    13000m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    5米\n                \n                                        \n                    客梯数：\n                    2个(三菱)\n                \n                                                                \n                     已入驻企业：\n                    东渡国际、北岸长风\n                \n                    \n                    \n                加减乘除创意园即上海加减乘除创意园，是大虹桥枢纽的关键廊道，甲（加）：整合思维，敢于创新，简（减）：化繁为简，极简主义，呈（乘）：纵向思维，强化意识，初（除）：逆向思维，颠覆性创新。上海加减乘除创意园地块位于上海市西面，普陀区云岭西路689弄230号。\n                展开""}]","加减乘除创意园","4个","280 - 400m²","地址：
                    [普陀] - 
                    [长征]
                    云岭西路689弄230号  
                    [地图]","2.85元/m²⋅天","5.04元/m²⋅天","长征均价（商圈）"
"1529314254-1531","https://www.haozu.com/sh/zuxiezilou/o38/","中煌大厦","https://www.haozu.com/sh_xzl_4935/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    18层\n                \n                                        \n                    建筑面积：\n                    21600m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3米\n                \n                                        \n                    客梯数：\n                    3个(三菱)\n                \n                                        \n                    开发商：\n                    上海万盛龙邦实业有限公司\n                \n                                        \n                    物业公司：\n                    东湖物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    上海瀚商管理咨询有限公司、上海协为信息科技有限公司、上海柯灿贸易有限公司、金鸿企业管理有限公司\n                \n                    \n                    \n                中煌大厦是两幢18层高的精装修商住楼。紧靠上海体育场，各种生活、商业配套设施齐全。从中煌大厦出发，出行交通极为方便，离周边的地铁、轻轨步行大概只需10分钟左右，另外出门就是中山南路高架，比较适合投资或者商住。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","中煌大厦","14个","42 - 79.3m²","地址：
                    [徐汇] - 
                    [万体馆]
                    中山南二路1007号  
                    [地图]","3.62元/m²⋅天","5.67元/m²⋅天","万体馆均价（商圈）"
"1529315655-1726","https://www.haozu.com/sh/zuxiezilou/o28/","龙之梦丽晶大厦","https://www.haozu.com/sh_xzl_20287/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    58层\n                \n                                                    \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    4.0米\n                \n                                        \n                    客梯数：\n                    6个(三菱)\n                \n                                        \n                    开发商：\n                    上海长峰房地产开发有限公司\n                \n                                        \n                    物业公司：\n                    上海长泉物业管理所\n                \n                                \n                    \n                龙之梦购物中心是位于轨道交通2、3、4号线中山公园站旁的集大型商业、会展、国际甲级商业楼于一身的大型综龙之梦购物中心座落于上海市长宁区中山公园西侧，龙之梦购物中心的办公和酒店部分叠加形成一幢近240米高的超高层主楼，整个商城的外立面由玻璃和三片红铜质感的墙面组成，置身高处可一览中山公园景观。大楼的十三层至二十三层为办公层，其余为酒\n\n店餐厅、客房和休闲健身中心。写字楼内配套齐全，架空地板、新风系统一应俱全。写字楼部分的物业由万丽酒店提供，其专业、贴心服务在周边罕有。 合性商圈，总投资达30亿元人民币。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","龙之梦丽晶大厦","9个","146.9 - 1050m²","地址：
                    [长宁] - 
                    [中山公园]
                    长宁路1018号  
                    [地图]","9.32元/m²⋅天","6.92元/m²⋅天","中山公园均价（商圈）"
"1529312643-1117","https://www.haozu.com/sh/zuxiezilou/o59/","月牙湾","https://www.haozu.com/sh_xzl_37469/","","月牙湾","19个","46 - 2000m²","地址：
                    [长宁] - 
                    [虹桥]
                    哈密路2065号  
                    [地图]","7.48元/m²⋅天","7.31元/m²⋅天","虹桥均价（商圈）"
"1529313299-1319","https://www.haozu.com/sh/zuxiezilou/o49/","银统大厦","https://www.haozu.com/sh_xzl_1245/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    24层\n                \n                                        \n                    建筑面积：\n                    40000m²\n                \n                                                    \n                    标准层高：\n                    3.5米\n                \n                                        \n                    客梯数：\n                    3个(奥的斯)\n                \n                                        \n                    开发商：\n                    天诚置业\n                \n                                        \n                    物业公司：\n                    上海吕福房地产开发经营有限公司\n                \n                                \n                    \n                银统大厦位于定西路、延安西路路口。银统大厦房型方正，租金合理，设施齐全。从银统大厦出发，离地铁轻轨均步行8分中可到，交通方便。　　银统大厦共二十五层二幢，是集金融、商贸、办公、住宅等功能为一体的涉外办公大楼，总建筑面积43000平方米，其中商业面积4000平方米，车位充足，是理想的办公场所。\n                展开""}]","银统大厦","77个","132.2 - 232.8m²","地址：
                    [长宁] - 
                    [中山公园]
                    定西路1016  
                    [地图]","6.2元/m²⋅天","6.92元/m²⋅天","中山公园均价（商圈）"
"1529311745-782","https://www.haozu.com/sh/zuxiezilou/o76/","嘉发大厦","https://www.haozu.com/sh_xzl_4774/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    33层\n                \n                                        \n                    建筑面积：\n                    55982m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3米\n                \n                                        \n                    客梯数：\n                    3个(三菱)\n                \n                                        \n                    开发商：\n                    上海中建房地产开发有限公司\n                \n                                        \n                    物业公司：\n                    嘉发大厦物业管理\n                \n                                        \n                     已入驻企业：\n                    谙稷国际贸易有限公司、胜上国际贸易(上海)有限公司、新加坡迪发机械有限责任公司上海代表处、宏晖软件技术有限公司\n                \n                    \n                    \n                嘉发大厦位于北京路和南京路之间的市中心高级生活圈，位于广电大厦对面，嘉发大厦离人民广场仅一步之遥。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]\n                    \n                            \n                            \n                \n                                                                        \n                                \n                                    \n                                    电梯                                \n                            \n                                                    \n                                \n                                    \n                                    大堂                                \n                            \n                                                    \n                                \n                                    \n                                    正门""}]","嘉发大厦","17个","null","地址：
                    [静安] - 
                    [南京西路]
                    大田路129弄  
                    [地图]","","",""
"1529312905-1165","https://www.haozu.com/sh/zuxiezilou/o56/","金外滩国际广场","https://www.haozu.com/sh_xzl_3816/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    22层\n                \n                                        \n                    建筑面积：\n                    77852m²\n                \n                                        \n                    得房率：\n                    76%\n                \n                                        \n                    标准层高：\n                    3.5米\n                \n                                        \n                    客梯数：\n                    6个(迅达)\n                \n                                        \n                    开发商：\n                    上海市公房资产经营有限公司\n                \n                                        \n                    物业公司：\n                    上海万润物业管理有限公司\n                \n                                \n                    \n                金外滩国际广场”项目位于黄浦区会馆弄南、中山南路西，毗邻黄浦江，属“外滩景观区”的延伸带，是外滩金融集聚带重要的组成部分，与陆家嘴金融城隔江而立。\n                展开""}]","金外滩国际广场","15个","165 - 581m²","地址：
                    [黄浦] - 
                    [外滩]
                    中山南路100号  
                    [地图]","10.73元/m²⋅天","10.33元/m²⋅天","外滩均价（商圈）"
"1529313530-1405","https://www.haozu.com/sh/zuxiezilou/o44/","虹钦园","https://www.haozu.com/sh_xzl_3408/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    8层\n                \n                                        \n                    建筑面积：\n                    20000m²\n                \n                                        \n                    得房率：\n                    72%\n                \n                                        \n                    标准层高：\n                    3.5米\n                \n                                        \n                    客梯数：\n                    1个(三菱)\n                \n                                        \n                    开发商：\n                    上海漕河泾新兴技术开发区\n                \n                                        \n                    物业公司：\n                    上海漕河泾开发区物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    上海技源科技有限公司\n                \n                    \n                    \n                上海西南软件园创立于2002年12月，它将是上海漕河泾开发区软件园和上海交大徐汇软件园，上海西南软件园以开放性和产业增值性为基本特征，以“聚焦软件、增值服务、品牌辐射、连锁发展”为战略，以“政府指导、市场运作、资源整合、增值服务”为策略，通过建立上海西南软件园品牌，搭建园区信息化、专业技术、人才培训、知识产权、投融资等增殖服务平台\n                展开\n            \n                            \n                                    被收录到【知名物业】专题中 [查看专题]""}]","虹钦园","6个","227.7 - 765m²","地址：
                    [徐汇] - 
                    [漕河泾]
                    钦州北路1089号  
                    [地图]","3.48元/m²⋅天","4.78元/m²⋅天","漕河泾均价（商圈）"
"1529308748-344","https://www.haozu.com/sh/zuxiezilou/o98/","云堡互联图书馆","https://www.haozu.com/sh_xzl_39809/","","云堡互联图书馆","2个","16 - 66m²","地址：
                    [松江] - 
                    [洞泾]
                    王家厍路885弄  
                    [地图]","1.4元/m²⋅天","1.74元/m²⋅天","洞泾均价（商圈）"
"1529310403-566","https://www.haozu.com/sh/zuxiezilou/o86/","base凯旋路","https://www.haozu.com/sh_xzl_25554/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    5层\n                \n                                        \n                    建筑面积：\n                    5300m²\n                \n                                        \n                    得房率：\n                    78%\n                \n                                        \n                    标准层高：\n                    2.95米\n                \n                                        \n                    客梯数：\n                    2个\n                \n                                                        \n                    \n                base凯旋路是上海徐汇区中心区域的写字楼项目，位于凯旋路番禺路的交界处。\n\nbase凯旋路地理位置优越，交通便利，距离地铁3、4、10号线虹桥路站以及3、4、9号线宜山路站仅步行5分钟路程，路口便是内环高架路的出入口，可轻松通往上海各大中心区域。\n\nbase凯旋路采用简约但不简单的现代设计风格，功能的全面性，布局的合理性，使客户体验创意的办公氛围以及舒适的办公环境。\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","base凯旋路","9个","254.8 - 529.9m²","地址：
                    [徐汇] - 
                    [万体馆]
                    凯旋路2088号  
                    [地图]","6.83元/m²⋅天","5.67元/m²⋅天","万体馆均价（商圈）"
"1529313505-1397","https://www.haozu.com/sh/zuxiezilou/o45/","亚洲商务楼2幢","https://www.haozu.com/sh_xzl_12282/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    4层\n                \n                                                                                                        \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","亚洲商务楼2幢","6个","30 - 70m²","地址：
                    [浦东] - 
                    [塘桥]
                    峨山路  
                    [地图]","4.17元/m²⋅天","6.81元/m²⋅天","塘桥均价（商圈）"
"1529310639-590","https://www.haozu.com/sh/zuxiezilou/o85/","飞洲时代大厦","https://www.haozu.com/sh_xzl_3170/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    28层\n                \n                                        \n                    建筑面积：\n                    31617m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    4米\n                \n                                        \n                    客梯数：\n                    3个(OTIS)\n                \n                                        \n                    开发商：\n                    上海飞洲房地产开发有限公司\n                \n                                        \n                    物业公司：\n                    上海城开物业\n                \n                                        \n                     已入驻企业：\n                    招金期货、石库门企业管理、汰威装饰工程（上海）有限公司、上海罗根医疗科技有限公司，上海林展工贸发展有限公司，\n                \n                    \n                    \n                飞洲时代大厦耀居上海中心内环金钻地段，直面世界级CBD—南京西路商圈，2.7公里速达上海展览馆、恒隆广场、波特曼酒店等地标建筑群；坐拥上海黄金商务轴—内环线，尽揽3、4、7轨道交通，畅达无限！飞洲集团，作为知名的上海商务地标建造商之一，在成功打造中心地标—飞洲国际广场之后，携国际专业团队，在内环泛静安板块，打造又一甲级地标项目—飞洲时代大厦，\n                展开\n            \n                            \n                                    被收录到【地铁10分钟】专题中 [查看专题]""}]","飞洲时代大厦","4个","94 - 106m²","地址：
                    [普陀] - 
                    [光新]
                    中山北路1777号  
                    [地图]","4.87元/m²⋅天","6.68元/m²⋅天","光新均价（商圈）"
"1529311493-686","https://www.haozu.com/sh/zuxiezilou/o80/","上服创意园","https://www.haozu.com/sh_xzl_10644/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    7层\n                \n                                        \n                    建筑面积：\n                    5068m²\n                \n                                        \n                    得房率：\n                    65%\n                \n                                        \n                    标准层高：\n                    3.8米\n                \n                                                    \n                    开发商：\n                    上海服装(集团)有限公司\n                \n                                        \n                    物业公司：\n                    上海服装(集团)有限公司\n                \n                                \n                    \n                上服创意园是由上海服装（集团）有限公司全新打造而成的创意办公楼宇。项目定位于纯办公楼，不仅注重商务用途、商务设施、商务氛围，更注重创意和创新的氛围。\n                展开""}]","上服创意园","6个","35 - 238m²","地址：
                    [长宁] - 
                    [天山路]
                    茅台路553号  
                    [地图]","5.23元/m²⋅天","4.88元/m²⋅天","天山路均价（商圈）"
"1529308298-168","https://www.haozu.com/sh/zuxiezilou/o106/","嘉善老市","https://www.haozu.com/sh_xzl_27942/","","嘉善老市","1个","160m²","地址：
                    [卢湾] - 
                    [打浦桥]
                    陕西南路550弄37号  
                    [地图]","7.2元/m²⋅天","6.86元/m²⋅天","打浦桥均价（商圈）"
"1529310327-538","https://www.haozu.com/sh/zuxiezilou/o88/","宛轻大楼","https://www.haozu.com/sh_xzl_13111/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    9层\n                \n                                        \n                    建筑面积：\n                    11614m²\n                \n                                                    \n                    标准层高：\n                    3.2米\n                \n                                        \n                    客梯数：\n                    2个(康恩得)\n                \n                                        \n                    开发商：\n                    上海宛轻大厦有限公司\n                \n                                                    \n                     已入驻企业：\n                    业名称：上海前和律师事务所，所属行业：专业服务/教育/培训、 企业名称：上海市房地产估价师协会，所属行业：专业服务/教育/培训、 企业名称：上海资顺化工科技有限公司，所属行业：能源/原材料、 企业名称：上海大洋电子有限公司，所属行业：计算机/互联网/通信/电子、 企业名称：上海知海办公设备商行，所属行业：贸易/消费/制造/营运\n                \n                    \n                    \n                宛轻商务楼宛轻商务楼处于斜土路与宛平南路交汇处，属于徐家汇商圈的辐射地带，周边配套成熟。宛轻商务楼为老式办公楼，98年竣工，07年翻新重新装修。宛轻商务楼大堂以及公共部位的装修风格偏现代，大堂采用略带纹理的大理石铺砌，简洁明快，办公单元面积分割在10 0平方米左右，公共走廊笔直通畅，南北通透户型深受入驻企业青睐，大楼出租率良好。 宛轻商务楼是现代化高级办公楼，位于市区繁华地段，地理位置优越交通便利，租金合理，设施齐全，装修现代，是企业领袖精明睿智之选择。物业管理周到，为商家提供一流的商务服务。房型布局合理，灵活分割可满足各企业人性化的设计追求。\n                展开""}]","宛轻大楼","4个","100 - 300m²","地址：
                    [徐汇] - 
                    [万体馆]
                    宛平南路383弄  
                    [地图]","5.75元/m²⋅天","5.67元/m²⋅天","万体馆均价（商圈）"
"1529311316-632","https://www.haozu.com/sh/zuxiezilou/o83/","众原国际中心","https://www.haozu.com/sh_xzl_21078/","","众原国际中心","39个","70 - 244m²","地址：
                    [浦东] - 
                    [外高桥]
                    日京路139号  
                    [地图]","2.2元/m²⋅天","2.96元/m²⋅天","外高桥均价（商圈）"
"1529318815-2194","https://www.haozu.com/sh/zuxiezilou/o4/","人才大厦","https://www.haozu.com/sh_xzl_19036/","[{""info"":""写字楼信息\n        \n                                        \n                    建筑面积：\n                    30000m²\n                \n                                        \n                    得房率：\n                    65%\n                \n                                                                \n                    开发商：\n                    上海众星房地产公司\n                \n                                        \n                    物业公司：\n                    上海巨星物业有限公司\n                \n                                        \n                     已入驻企业：\n                    上海经营者人才公司\n                \n                    \n                    \n                人才大厦地靠徐家汇商圈，是现代化高级办公楼，位于市区繁华地段，闹中取静，地理位置优越，交通便利，设施齐全，装修现代。人才大厦距离轻轨9号线打浦桥站约500米，而旁边即是南北高架路，出行较为便利。同时，周边配套设施比较完善。\n                展开""}]","人才大厦","1个","138m²","地址：
                    [卢湾] - 
                    [打浦桥]
                    斜土路500号  
                    [地图]","3.3元/m²⋅天","6.86元/m²⋅天","打浦桥均价（商圈）"
"1529317994-1929","https://www.haozu.com/sh/zuxiezilou/o17/","大华虎城商务中心","https://www.haozu.com/sh_xzl_25431/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    13层\n                \n                                        \n                    建筑面积：\n                    66941m²\n                \n                                        \n                    得房率：\n                    65%\n                \n                                                    \n                    客梯数：\n                    6个(三菱)\n                \n                                        \n                    开发商：\n                    上海申新（集团）有限公司\n                \n                                        \n                    物业公司：\n                    上海申新虎城物业管理有限公司\n                \n                                \n                    \n                大华虎城· 商业中心地处上海城市内中环间宝山、普陀、闸北三区交汇处，轨道交通7号线，\n\n自驾中环、内环均可轻松到达。坐拥沪上成熟知名综合居住区大华社区十余万高端消费人群及大华\n\n虎城综合体内输完高端商务办公人群之时，强力辐射普陀万里、桃浦、甘泉，闸北灵石、永和及宝\n\n山上大、顾村等板块。为上海西北区最具价值、最具发展潜力的商业福地。\n                展开""}]","大华虎城商务中心","19个","169 - 1600m²","地址：
                    [普陀] - 
                    [其他]
                    大华一路239弄1号  
                    [地图]","4.5元/m²⋅天","4.91元/m²⋅天","其他均价（商圈）"
"1529317942-1909","https://www.haozu.com/sh/zuxiezilou/o18/","华融大厦","https://www.haozu.com/sh_xzl_11821/","[{""info"":""写字楼信息\n        \n                            \n                    总楼层：\n                    31层\n                \n                                        \n                    建筑面积：\n                    20025m²\n                \n                                        \n                    得房率：\n                    70%\n                \n                                        \n                    标准层高：\n                    3.6米\n                \n                                        \n                    客梯数：\n                    10个(DOVE)\n                \n                                        \n                    开发商：\n                    黑龙江工大集团，上海程达投资发展有限公司\n                \n                                        \n                    物业公司：\n                    上海功成物业管理有限公司\n                \n                                        \n                     已入驻企业：\n                    圣大网络、英华美德学校、安讯软件有限公司\n                \n                    \n                    \n                华融大厦，集餐饮、办公、酒店于一体的综合性省部楼宇。坐落于浦东小陆家嘴地区，浦东南路张扬路口。 大楼管理系统智能化网络与通信布线系统支持整座华融大厦的语言和数据系统、通讯系统、办公自动化系统、楼宇自动监视系统、防火监控及保安服务。华融大厦为用户提供电话、电视、传真服务、电脑通讯服务、多媒体信息的传输、多功能的综合信息服务等。\n                展开\n            \n                                    \n                \n                                                                                                    \n                                \n                                    \n                                                                            正门                                                                    \n                            \n                                                                                                                \n                                                        \n                                \n                                    \n                                                                            大堂                                                                    \n                            \n                                                                                                            \n                                \n                                    \n                                                                            电梯                                                                    \n                            \n                                                                                                            \n                                \n                                    \n                                                                            大堂                                                                    \n                            \n                                                                                                            \n                                \n                                    \n                                                                            大堂""}]","华融大厦","17个","66 - 702m²","地址：
                    [浦东] - 
                    [八佰伴]
                    南路1271-1289号  
                    [地图]","6.95元/m²⋅天","7.76元/m²⋅天","八佰伴均价（商圈）"
